TAU_SC_ERR,JNAME,DM,TAU_SC,DM_ERR
,J1850-0002g,543.9,,
0.007,J1850-0006,655.0,0.26,1.8
,J1850-0020g,605.4,,
0.0006,J1850-0026,947.0,0.0465,0.1
,J1850-0031,895.0,,8.0
,J1851+00,107.6,,0.02
,J1851+0056g,332.3,,
,J1851+0118,418.0,,7.0
,J1851+0233,606.0,,4.0
,J1851+0241,524.3,,0.7
,J1851+0418,115.54,,0.05
,J1851+1259,70.6333,,0.0017
,J1851-0029,510.0,,20.0
,J1851-0053,24.0,,0.4
,J1851-0114,427.2,,1.4
,J1851-0241,515.0,,5.0
,J1851-0633,229.1,,0.7
,J1852+0008,254.9,,1.8
,J1852+0013,545.0,,3.0
,J1852+0018g,452.0,,
0.012,J1852+0031,787.0,0.551,17.0
,J1852+0033,,,
,J1852+0040,,,
,J1852+0056g,905.7,,
,J1852+0158g,607.5,,
,J1852+0305,320.0,,12.0
,J1852+0309g,358.0,,
,J1852+0857g,85.9,,
,J1852-0000,593.0,,1.0
,J1852-0002g,558.1,,
,J1852-0024g,290.0,,
,J1852-0033g,320.7,,
,J1852-0039g,361.7,,
,J1852-0044g,272.9,,
,J1852-0055g,211.7,,
,J1852-0118,286.0,,3.0
0.003,J1852-0127,427.9,0.057,0.2
6e-06,J1852-0635,173.9,0.002091,0.1
,J1852-13,,,
,J1852-2610,56.814,,0.019
,J1853+0009,192.4,,0.03
,J1853+0011,568.8,,1.6
,J1853+0013g,312.4,,
,J1853+0023g,203.3,,
,J1853+0029,232.0,,4.0
,J1853+0056,180.9,,1.2
,J1853+0237g,725.5,,
,J1853+0259,292.4,,0.4
,J1853+0312g,345.0,,
,J1853+0427,549.3,,1.3
0.029,J1853+0505,279.0,0.252,3.0
0.0006,J1853+0545,197.91,0.01667,0.03
,J1853+0853,236.6,,3.1
,J1853+1303,30.5709,,0.0004
,J1853-0003g,667.2,,
,J1853-0004,437.5,,0.1
,J1853-0008g,285.3,,
,J1853-0649,44.541,,0.036
,J1853-0842A,155.125,,0.004
,J1854+0012g,204.1,,
,J1854+0050,529.2,,0.7
,J1854+0131g,474.9,,
,J1854+0306,192.4,,5.2
,J1854+0317,390.0,,1.1
,J1854+0319,480.2,,1.3
,J1854+0704g,10.8,,
1.4e-05,J1854+1050,207.2,0.000263,0.3
,J1854+36,59.8,,
,J1854-0033g,617.5,,
,J1854-0524,192.0,,3.0
7e-07,J1854-1421,130.4,5.8e-06,0.03
,J1854-1557,150.0,,17.0
,J1855+0139g,405.6,,
,J1855+0205,867.3,,0.2
,J1855+0228g,530.0,,
,J1855+0235g,103.3,,
,J1855+0306,627.0,,2.0
,J1855+0307,402.5,,1.9
,J1855+0327g,298.6,,
,J1855+0339g,416.2,,
0.0051,J1855+0422,455.6,0.0337,1.3
,J1855+0424g,678.5,,
,J1855+0455g,372.9,,
,J1855+0511g,307.5,,
,J1855+0527,362.0,,3.0
,J1855+0626,253.8,,0.2
,J1855+0700,244.0,,4.0
,J1855-0941,153.6,,0.09
,J1855-1436,109.208,,0.009
,J1856+0011g,455.8,,
,J1856+0102,554.0,,3.0
6.3e-07,J1856+0113,96.1,1.63e-06,0.1
,J1856+0211g,113.9,,
,J1856+0243g,178.3,,
,J1856+0245,623.5,,0.1
0.0082,J1856+0404,341.3,0.0191,0.7
,J1856+0615g,333.1,,
,J1856+0912,191.4,,0.4
,J1856-0526,131.8,,0.1
,J1856-3754,,,
,J1857+0057,82.39,,0.11
0.002,J1857+0143,249.4,0.05,0.1
0.0073,J1857+0210,783.0,0.0272,11.0
0.0006,J1857+0212,506.77,0.00244,0.18
,J1857+0214g,986.3,,
,J1857+0224g,401.0,,
,J1857+0300,691.0,,4.0
0.0021,J1857+0526,464.79,0.0122,0.05
,J1857+0809,282.0,,3.0
,J1857+0943,13.2992,6.61e-08,0.0002
,J1857-1027,108.9,,0.7
,J1858+0026g,415.3,,
0.0061,J1858+0215,702.0,0.0772,0.1
,J1858+0239,492.71,,0.02
,J1858+0241,336.0,,15.0
,J1858+0244g,282.6,,
,J1858+0310g,699.5,,
,J1858+0319,284.0,,3.0
,J1858+0346,386.0,,1.0
,J1858+0609g,381.5,,
,J1858-0024g,190.0,,
,J1858-0736,194.0,,
,J1858-2216,26.631,,0.002
,J1858-5422,,,
,J1859+00,423.0,,0.14
,J1859+0026g,334.1,,
,J1859+0126g,531.7,,
,J1859+0239g,250.9,,
,J1859+0313g,107.7,,
,J1859+0345,558.7,,2.6
,J1859+0430g,783.8,,
,J1859+0434g,320.1,,
0.026,J1859+0601,272.4,0.125,0.5
,J1859+0603,378.6,,2.0
,J1859+0658g,290.4,,
,J1859+07,303.0,,2.0
,J1859+1526,97.45,,0.01
,J1859+7654,47.25,,0.07
,J1900+0213g,310.5,,
,J1900+0227,201.1,,1.7
,J1900+0308,249.898,,0.011
,J1900+0405g,634.4,,
,J1900+0438,627.0,,6.0
,J1900+0634,323.4,,1.8
,J1900+0715g,266.1,,
,J1900+30,71.8352,,0.0022
,J1900-0051,136.8,,0.7
,J1900-0134,178.1,,0.5
,J1900-0933,162.7,,0.4
,J1900-2600,37.994,,0.005
,J1900-7951,39.0,,5.0
,J1901+00,340.3,,0.6
,J1901+0020g,237.6,,
,J1901+0124,314.4,,1.3
2.4e-05,J1901+0156,105.394,8.5e-05,0.007
,J1901+0234,404.0,,3.0
,J1901+0254,185.0,,5.0
,J1901+0300,253.887,,0.002
,J1901+0315g,410.5,,
,J1901+0320,393.0,,7.0
0.00011,J1901+0331,402.08,0.00107,0.012
,J1901+0355,547.0,,3.0
,J1901+0413,352.0,,3.0
,J1901+0435,920.0,,2.5
,J1901+0459,1108.0,,4.0
6e-06,J1901+0510,429.0,0.001385,7.0
,J1901+0511,410.0,,7.0
,J1901+0621,94.0,,7.0
,J1901+0659g,126.2,,
,J1901+0712g,332.4,,
7e-05,J1901+0716,252.81,0.00025,0.07
,J1901+1306,75.0988,,0.006
,J1901-0125,70.4,,
,J1901-0312,106.6,,0.7
,J1901-0315,242.6,,1.6
,J1901-0906,72.677,,0.018
,J1901-1740,24.4,,0.6
,J1902+0235,280.49,,0.14
,J1902+0248,272.0,,0.1
2.7e-05,J1902+0556,177.486,0.000292,0.013
0.00014,J1902+0615,502.9,0.00144,0.017
,J1902+0723,105.0,,0.3
,J1902+0809g,436.9,,
,J1902+1141,269.12,,0.17
,J1902-0340,114.0,,6.0
,J1902-1036,96.3,,0.2
,J1902-5105,36.2505,,0.0003
1.4e-05,J1903+0135,245.167,0.000117,0.006
,J1903+0327,297.5245,0.00055,0.0006
,J1903+0415,481.9,,1.4
,J1903+0433g,202.6,,
,J1903+0534g,407.7,,
0.001,J1903+0601,388.0,0.0055,3.0
,J1903+0654,329.0,,7.0
,J1903+0839g,166.5,,
,J1903+0845g,129.1,,
,J1903+0851g,78.9,,
,J1903+0912,362.8,,0.1
,J1903+0925,162.0,,6.0
,J1903+2225,109.2,,0.03
,J1903-0258,114.1,,0.08
2.2e-06,J1903-0632,195.611,0.0001513,0.01
,J1903-0848,66.99,,0.04
,J1903-7051,19.6612,,0.0002
2.5e-05,J1904+0004,233.61,9.8e-05,0.04
,J1904+0056,127.0,,2.0
,J1904+0207g,229.9,,
,J1904+0358g,532.0,,
,J1904+0412,185.9,,0.7
,J1904+0415g,521.0,,
,J1904+0451,182.705,,0.004
,J1904+0519g,80.8,,
,J1904+0535g,78.4,,
,J1904+0553g,164.2,,
,J1904+0603g,413.2,,
,J1904+0738,278.32,,0.08
0.00024,J1904+0800,438.8,0.00244,1.3
,J1904+0823g,60.4,,
,J1904+0836g,90.5,,
,J1904+0852g,195.1,,
,J1904+1011,135.0,,2.0
,J1904+33,81.04,,0.11
,J1904-0150,162.2,,0.5
,J1904-11,97.7,,
1.4e-06,J1904-1224,118.23,4.09e-05,0.04
,J1904-1629,145.0,,
,J1905+0154A,193.692,,0.008
,J1905+0400,25.6923,,0.0012
,J1905+0414,383.0,,1.0
,J1905+0450g,442.3,,
,J1905+0600,730.1,,1.9
0.0043,J1905+0616,256.05,0.0159,0.01
,J1905+0656g,23.0,,
0.0081,J1905+0709,245.34,0.0142,0.1
,J1905+0758g,200.7,,
,J1905+0902,433.4,,0.1
,J1905+0920g,396.6,,
,J1905+0936g,414.0,,
,J1905+1034,164.0,,0.6
3e-06,J1905-0056,229.131,5.4e-05,0.005
,J1906+0055,126.8317,,0.0009
,J1906+0414,349.0,,9.0
,J1906+0454,142.793,,0.002
,J1906+0509,99.5,,1.9
0.00081,J1906+0641,472.8,0.00488,0.3
,J1906+0646g,290.5,,
,J1906+0649,249.0,,4.0
,J1906+0722,,,
,J1906+0724,476.4,,1.2
,J1906+0746,217.7508,,0.0004
,J1906+0757g,79.0,,
,J1906+0822g,367.9,,
,J1906+0912,265.0,,5.0
,J1906+1854,156.7676,,0.003
,J1907+0249,261.0,,6.0
,J1907+0255,257.0,,4.0
,J1907+0345,311.7,,0.9
,J1907+0534,524.0,,4.0
,J1907+0602,82.1,,1.1
,J1907+0631,429.4,,0.1
,J1907+0658g,523.0,,
,J1907+0709g,278.1,,
,J1907+0731,239.8,,1.3
4e-05,J1907+0740,332.0,0.00016,3.0
0.003,J1907+0833,511.68,0.029,0.16
,J1907+0859,190.0,,3.0
6e-07,J1907+0918,357.8,0.0004985,0.1
,J1907+0919,,,
,J1907+1149,202.8,,1.5
,J1907+1247,257.0,,1.0
,J1907+4002,30.966,8.32e-08,0.014
,J1907+57,54.63,,0.11
,J1907-1532,72.6,,0.7
1.7e-05,J1908+0457,360.0,4.4e-05,5.0
1.7e-05,J1908+0500,201.42,9.8e-05,0.02
,J1908+0558,457.7,,0.2
,J1908+0734,11.104,,0.011
,J1908+0811g,300.1,,
,J1908+0833,700.1,,2.0
0.0027,J1908+0839,512.1,0.0114,2.4
0.0018,J1908+0909,467.5,0.01,1.5
5e-05,J1908+0916,249.8,0.00031,0.5
,J1908+0949g,220.3,,
,J1908+1035g,10.9,,
,J1908+1351,180.59,,0.19
,J1908+2105,61.9067,,
,J1908+2351,101.695,,0.015
,J1909+0007,112.787,,0.006
7e-07,J1909+0254,171.734,2.9e-06,0.009
,J1909+0616,352.0,,4.0
,J1909+0641,36.7,,0.2
,J1909+0657g,59.9,,
,J1909+0749,539.36,,0.05
,J1909+0905g,250.6,,
0.0025,J1909+0912,421.5,0.0104,1.7
,J1909+0930g,479.6,,
8e-07,J1909+1102,149.982,8.1e-06,0.004
,J1909+1132g,276.1,,
,J1909+1148,199.8,,0.5
,J1909+1205,302.5,,1.0
,J1909+1450,119.5,,0.2
,J1909+1859,64.517,,0.026
,J1909-3744,10.39077,,4e-05
,J1910+0225,209.0,,3.0
,J1910+0358,82.93,,0.1
,J1910+0435,297.0,,1.0
,J1910+0517,300.0,,2.0
0.0077,J1910+0534,484.0,0.0254,3.0
,J1910+0710,254.1,,0.4
7e-05,J1910+0714,124.06,0.00023,0.05
7e-06,J1910+0728,283.7,0.001412,0.4
,J1910+1017,633.83,,0.16
,J1910+1026,712.8,,0.5
,J1910+1054g,139.4,,
,J1910+1117g,296.5,,
5e-05,J1910+1231,258.64,0.00036,0.12
,J1910+1256,38.068,,0.0004
,J1910+56,20.75,,0.12
,J1910-0112,178.0,,26.0
3e-07,J1910-0309,205.53,1.96e-05,0.03
,J1910-0556,88.3,,0.7
,J1910-5959A,33.6998,,0.0016
,J1910-5959B,33.28,,0.04
,J1910-5959C,33.21,,0.04
,J1910-5959D,33.28,,0.02
,J1910-5959E,33.31,,0.03
,J1910-5959F,33.2,,0.03
,J1911+00,100.0,,3.0
,J1911+0101A,202.678,,0.003
,J1911+0101B,196.69,,0.02
,J1911+0751g,220.7,,
,J1911+0921,340.1,,0.6
0.008,J1911+0925,486.6,0.038,0.5
,J1911+0939g,597.3,,
,J1911+1051,445.21,,0.17
,J1911+1252g,68.8,,
,J1911+1301,389.0,,2.0
,J1911+1336,323.95,,0.14
,J1911+1347,30.988199,,
,J1911+1758,48.98,,0.16
,J1911-1114,30.9665,,0.0006
,J1912+0934g,143.8,,
7e-05,J1912+1036,147.0,0.0001,0.5
,J1912+1105g,150.4,,
,J1912+1417g,66.6,,
,J1912+2104,88.5961,,0.0062
,J1912+2525,37.8474,,0.0016
,J1913+0446,109.1,,1.7
,J1913+0523,333.6,,0.3
,J1913+0618,155.987,,0.003
,J1913+0657,142.0,,3.0
0.0034,J1913+0832,355.2,0.0156,1.0
,J1913+0904,95.3,,0.6
,J1913+0936,157.0,,2.0
0.0061,J1913+1000,422.0,0.0102,3.0
1.7e-05,J1913+1011,178.8,2.2e-05,0.3
,J1913+1037g,437.0,,
,J1913+1050,231.1,,0.9
,J1913+1054g,338.0,,
,J1913+1102,338.96,,0.02
0.004,J1913+11025,626.0,0.05,0.4
0.0021,J1913+1145,642.0,0.0187,0.2
,J1913+1330,175.64,,0.06
1.5e-05,J1913+1400,145.052,8.1e-05,0.005
,J1913+3732,72.3263,,0.0041
7e-08,J1913-0440,89.385,1.39e-06,0.01
,J1914+0219,236.0,,0.12
,J1914+0625,204.33,,0.05
,J1914+0631,58.0,,3.0
,J1914+0659,225.34,,0.03
,J1914+0805,344.4,,0.2
,J1914+0838,290.7,,0.11
,J1914+1029g,59.7,,
,J1914+1054g,418.7,,
,J1914+1122,100.0,,10.0
,J1914+1228g,312.0,,
,J1914+1428,220.9,,0.4
,J1915+0227,191.9,,0.08
,J1915+0639,212.32,,0.05
,J1915+0738,39.0,,0.08
,J1915+0752,105.3,,0.3
,J1915+0832g,36.2,,
,J1915+0838,358.0,,3.0
3.2e-05,J1915+1009,241.693,0.000376,0.01
,J1915+1145,337.78,,0.03
,J1915+1150,699.83,,0.12
,J1915+1410,273.7,,0.3
0.0002,J1915+1606,168.77,0.00067,0.01
,J1915+1647,62.57,,0.07
,J1915-11,91.06,,0.08
,J1916+0741g,220.1,,
,J1916+0748,304.0,,1.5
,J1916+0748g,153.1,,
0.0012,J1916+0844,338.01,0.0081,0.07
,J1916+0852,295.0,,10.0
1e-05,J1916+0951,60.953,2.4e-05,0.006
,J1916+1023,341.8,,1.3
0.0031,J1916+1030,387.2,0.0098,0.3
,J1916+1030g,519.7,,
,J1916+1225,265.31,,0.03
2.5e-06,J1916+1312,237.009,6.83e-05,0.011
,J1916+3224,84.105,,0.002
,J1916-2939,38.34,,0.11
,J1917+0743g,199.5,,
,J1917+0834,29.18,,0.06
,J1917+1046g,163.1,,
,J1917+1121g,303.5,,
,J1917+1259g,117.0,,
0.0002,J1917+1353,94.538,0.00081,0.004
,J1917+1411g,123.4,,
,J1917+1737,208.0,,0.2
,J1917+2224,134.7495,,0.0034
,J1918+1311,244.5,,0.3
,J1918+1340g,575.9,,
,J1918+1444,27.202,,0.017
,J1918+1536g,123.7,,
,J1918+1540g,271.2,,
,J1918+1541,11.5,,0.1
,J1918+1547g,64.6,,
,J1918-0642,26.5888,,0.0003
,J1918-1052,62.73,,0.8
,J1919+0021,90.315,,0.016
,J1919+0134,191.9,,0.4
,J1919+1314,613.4,,0.2
,J1919+1527g,697.5,,
,J1919+1645,208.0,,9.0
,J1919+1745,142.3,,0.2
,J1919+23,,,
,J1919+2621,96.5,,0.2
,J1920+1040,304.0,,9.0
0.0067,J1920+1110,188.4,0.0285,0.4
,J1920+1515g,655.5,,
,J1920+2650,27.70882,,0.00082
,J1920-0950,93.0,,
,J1921+0137,104.9294,,0.0007
,J1921+0812,84.0,,0.6
,J1921+0921,139.5,,0.2
,J1921+1259g,366.3,,
,J1921+1340g,754.9,,
0.0039,J1921+1419,91.64,0.0065,0.04
,J1921+1505g,519.9,,
,J1921+1544,385.0,,2.0
,J1921+1630,194.4,,0.5
,J1921+1929,64.7632,,0.0009
2.2e-06,J1921+1948,153.85,6.87e-05,0.05
,J1921+2003,101.0,1.753e-05,1.0
2.5e-08,J1921+2153,12.44399,3.8e-08,0.00063
,J1921-05,80.7,,0.6
,J1921-0510,96.6,,0.7
,J1922+1131,335.0,,3.0
,J1922+1733,238.0,,4.0
,J1922+2018,203.31,,0.1
7e-07,J1922+2110,217.086,1.68e-05,0.018
,J1922+58,53.74,,0.14
,J1923+1143g,260.6,,
,J1923+1521g,346.0,,
,J1923+1706,142.5,,0.6
,J1923+2022g,175.3,,
,J1923+2515,18.86,,0.002
,J1923+4243,52.99,,0.05
,J1923-0408,35.0,,3.0
,J1924+1343g,98.5,,
,J1924+1509g,296.6,,
,J1924+1510g,115.6,,
,J1924+1628,541.7,,0.3
,J1924+1631,518.5,,0.9
,J1924+1639,208.0,,3.0
0.018,J1924+1713,536.8,0.039,0.6
,J1924+1917,320.3,,0.6
,J1924+1923g,386.7,,
,J1924+1932g,280.3,,
,J1924+2027g,211.7,,
,J1924+2037g,82.3,,
3e-05,J1924+2040,226.6,6e-05,0.2
,J1925+1532g,145.9,,
,J1925+1629g,214.1,,
,J1925+1636g,33.1,,
,J1925+1720,222.3,,0.1
,J1925+19,328.0,,16.0
,J1925-16,88.0,,20.0
7e-07,J1926+0431,102.243,1.61e-05,0.019
,J1926+0737,159.0,,2.0
3.2e-05,J1926+1434,211.41,0.000205,0.08
,J1926+1452g,298.1,,
,J1926+1614,24.02,,0.18
,J1926+1631g,195.1,,
2.2e-06,J1926+1648,176.885,3.36e-05,0.011
,J1926+1857g,424.2,,
0.00017,J1926+1928,445.0,0.00084,2.0
,J1926+2016,247.0,,5.0
,J1926-0652,85.3,,0.7
,J1926-1314,40.83,,0.05
,J1927+0911,202.7,,0.4
,J1927+1430g,207.2,,
3.2e-05,J1927+1852,264.5,0.000142,0.4
,J1927+1856,99.0,,1.0
,J1927+2234,186.5,,0.4
,J1928+1245,179.233,,0.001
,J1928+1443,101.0,,5.0
,J1928+15,242.0,,
,J1928+1725,135.96,,0.12
,J1928+1746,176.68,,0.05
,J1928+1809g,431.1,,
,J1928+1816g,346.3,,
,J1928+1839g,70.0,,
,J1928+1852g,291.6,,
,J1928+1902g,28.9,,
,J1928+1915g,201.0,,
0.0005,J1928+1923,476.4,0.0486,0.2
,J1928+28,79.2,,0.3
,J1928-0108,125.8,,0.8
,J1929+00,42.95,,0.07
,J1929+1357,150.7,,0.3
,J1929+16,12.0,,9.0
,J1929+1615g,308.7,,
,J1929+1731g,431.1,,
,J1929+1844,112.0,,2.0
,J1929+19,528.4,,0.3
,J1929+1937g,458.1,,
,J1929+1955,281.0,,4.0
,J1929+2121,66.0,,12.0
,J1929+3817,93.4,,0.2
,J1929+62,67.7,,0.4
,J1929+66,59.6,,0.2
6e-05,J1930+1316,207.3,0.0001,0.9
,J1930+1357g,186.6,,
,J1930+1403g,150.5,,
,J1930+1408,210.87,,0.13
,J1930+1722,207.0,,7.0
,J1930+1852,307.3,,0.1
,J1930+2441,69.572,,0.001
,J1930-1852,42.8526,,0.0004
,J1931+1439,243.0,,16.0
5e-06,J1931+1536,140.0,2.2e-05,1.0
,J1931+1817,465.0,,1.0
,J1931+1952,441.0,,8.0
,J1931+30,53.0,,0.2
,J1931+42,50.9,,0.02
,J1931-0144,38.3,,1.3
,J1932+1059,3.18321,1.8e-09,0.00016
,J1932+1500,90.5,,1.8
,J1932+1756,53.189,,0.009
,J1932+1916,,,
7e-06,J1932+2020,211.151,0.000139,0.011
2.1e-07,J1932+2220,218.9,4.75e-06,0.04
,J1932-3655,59.88,,0.01
,J1933+0758,165.02,,0.04
,J1933+1304,177.01,,0.15
,J1933+1726,156.9,,0.03
,J1933+1923g,97.7,,
,J1933+2038g,302.9,,
,J1933+2421,106.03,,0.06
,J1933+5335,33.54,,0.03
,J1933-6211,11.51476,,0.00012
,J1934+1926,99.1,,0.3
,J1934+2352,355.8,,0.1
,J1934+5219,71.26,,0.15
,J1935+1159,188.76,,0.06
1.4e-07,J1935+1616,158.521,2.347e-05,0.003
,J1935+1726,61.6,,0.1
3.7e-05,J1935+1745,214.6,0.000388,0.4
,J1935+1829,343.9,,0.6
,J1935+2025,182.0,,1.0
,J1935+2154,,,
,J1936+1536,165.0,0.000141,20.0
,J1936+18,125.9,,0.4
,J1936+1952g,325.0,,
,J1936+2036g,198.8,,
,J1936+2042,197.4,,0.5
,J1936+21,262.4,,0.5
,J1936+217,75.0,,0.2
,J1937+1505,237.0,,11.0
,J1937+1658,105.8442,,0.0007
,J1937+2544,53.221,,0.005
,J1937+2950,113.99,,0.11
,J1937-00,68.6,,
,J1938+0650,70.8,,0.2
,J1938+14,75.4,,2.3
,J1938+2010,327.7,,0.8
,J1938+2012,236.909,,0.005
,J1938+2213,93.0,,0.1
,J1938+2659,191.2,,0.05
,J1938+6604,41.2427,,0.0001
,J1939+10,90.0,,8.0
1.9e-07,J1939+2134,71.01515,3.1e-07,2e-05
,J1939+2352g,415.5,,
,J1939+2449,142.88,,0.07
,J1939+2609,47.3,,0.06
,J1940+0239,87.2,,0.3
,J1940+2245,222.4,,1.3
,J1940+2337,252.1,,0.3
,J1940+26,171.64,,0.04
,J1940-0902,42.3,,0.5
,J1940-24,53.4,,0.04
,J1940-2403,63.3,,0.1
,J1941+0121,51.87,,0.06
,J1941+1026,138.91,,0.02
,J1941+1341,147.9,,0.3
,J1941+2525,314.4,,0.4
,J1941+4320,79.361,,0.008
,J1941-0746,43.6,,0.0
,J1941-2602,50.036,,0.003
,J1942+0147,133.3,,
3.7e-05,J1942+1743,190.0,0.000122,6.0
,J1942+3941,104.5,,0.6
,J1942+8106,40.24,,0.03
,J1942-2019,59.9,,0.3
,J1943+0609,70.76,,0.06
,J1943+2210,174.089,,0.003
8e-09,J1943-1237,28.918,2.884e-06,0.015
,J1944+0907,24.3505,,0.0007
,J1944+1755,175.0,,2.0
,J1944+2236,185.45,,0.007
,J1944-10,31.01,,0.03
,J1944-1750,56.32,,0.06
,J1945+07,62.0,,
,J1945+1211,92.7,,1.6
3.2e-05,J1945+1834,217.7,8.1e-05,0.1
,J1945-0040,59.71,,0.06
,J1946+14,50.3,,
,J1946+1805,16.1356,4.27e-08,0.0073
,J1946+2052,93.965,,0.003
7e-06,J1946+2244,141.5,8.8e-05,0.3
,J1946+24,96.0,,
,J1946+2535,248.81,,0.04
,J1946+2611,165.0,,3.0
,J1946+3417,110.178388,,
,J1946-09,50.63,,0.02
,J1946-1312,63.04,,0.13
,J1946-2913,44.309,,0.015
,J1946-5403,23.7314,,0.0002
,J1947+0915,94.0,,4.0
,J1947+10,149.0,,30.0
,J1947+1957,185.8,,0.2
,J1947+2011g,127.4,,
,J1947-18,25.0,,
,J1947-4215,35.0,,1.0
,J1947-43,29.9,,
,J1948+1808,256.16,,0.07
,J1948+2333,198.2,,0.8
,J1948+2551,289.27,,0.05
,J1948+2819,303.0,,2.0
2e-07,J1948+3540,129.36748,0.0002609,0.00078
,J1948-27,57.85,,0.09
,J1949+2306,196.3,,0.5
,J1949+2516g,425.7,,
,J1949+3106,164.12669,,0.00024
3e-06,J1949+3426,228.2,0.00017,0.1
,J1949-2524,23.07,,0.03
,J1950+05,71.0,,14.0
,J1950+2352g,342.5,,
,J1950+2414,142.0842,,0.0031
,J1950+2556g,420.4,,
,J1950+3001,249.0,,2.0
,J1951+1123,31.29,,0.09
,J1951+4724,104.35,,0.08
,J1952+1410,31.5051,,0.0047
,J1952+2513,246.9,,0.5
,J1952+2630,315.338,,0.002
,J1952+2702g,213.1,,
,J1952+2836g,313.0,,
,J1952+3021,189.1,,0.4
,J1952+3252,45.006,9.77e-07,0.019
,J1953+1149,140.03,,0.03
,J1953+1844g,113.1,,
,J1953+1846A,117.0,,1.0
,J1953+1846B,119.0,,0.0
,J1953+1846C,116.2,,0.0
,J1953+1846D,119.038,,0.0
,J1953+2732,194.2,,0.3
,J1953+2819,199.0,,2.0
,J1953+30,43.61,,0.11
,J1954+1021,80.87,,0.04
,J1954+2407,80.5,,0.4
,J1954+2529,182.7,,0.16
,J1954+2836,,,
,J1954+2923,7.932,6.8e-09,0.007
,J1954+3852,65.36,,0.09
,J1954+4357,130.3,,0.05
,J1955+2527,209.961,,0.002
,J1955+2908,104.4906,,0.0009
,J1955+2912g,193.0,,
,J1955+2930,212.4,,0.9
8e-08,J1955+5059,31.98266,1.3e-07,0.00013
,J1955+6708,57.1478,,0.0001
,J1955-0907,72.0,,0.0
,J1956+07,61.3,,
,J1956+0838,67.087,,0.024
,J1956+2826g,112.0,,
,J1956-2752,45.69,,0.01
,J1957+2516,44.137,,0.003
,J1957+2831,138.99,,0.08
,J1957+5033,,,
,J1957-0002,38.443,,0.004
,J1958+2846,,,
,J1958+3033,201.9,,0.4
,J1958+56,58.1,,0.04
6e-08,J1959+2048,29.1066,2.5e-07,0.0003
,J1959+3620,273.0,,
,J2000+2920,132.3,,0.8
,J2001+4258,54.93,,0.03
,J2001-0349,67.0,,3.0
,J2002+1637,94.581,,0.048
,J2002+30,187.8,,0.11
7e-06,J2002+3217,142.21,6.6e-05,0.03
,J2002+4050,131.486,,0.041
,J2003+2916,209.5,,0.8
,J2004+2653,160.0,,4.0
1.4e-06,J2004+3137,234.82,6.57e-05,0.008
,J2004+3429,351.0,,
,J2005+3411g,489.0,,
,J2005+3547,401.6,,0.3
,J2005+3552,455.0,,
,J2005-0020,35.93,,0.17
,J2006+0148,43.5786,,
,J2006+22,130.56,,0.08
,J2006+3102,107.16,,0.01
,J2006+4058,259.5,,0.2
,J2006-0807,32.39,5.89e-08,0.03
,J2007+0809,53.394,,0.037
,J2007+0910,48.72934,,0.00067
,J2007+20,67.0,,0.4
,J2007+2722,126.782,,0.012
,J2007+3120,191.5,,0.2
,J2008+2513,60.5555,,0.0036
,J2008+2755g,155.1,,
,J2008+3139,223.9,,0.2
,J2009+3122g,144.1,,
,J2009+3326,263.6,,0.8
,J2010+2845,112.47,,0.08
,J2010+3051,133.756,,0.002
,J2010+31,251.8,,2.3
,J2010+3230,371.8,,0.5
,J2010-1323,22.1619,,0.0002
,J2011+3006g,14.0,,
,J2011+3331,298.58,,0.06
,J2012-2029,37.67,,0.08
,J2013+3058,148.7,,0.07
,J2013+3100g,158.4,,
1.4e-05,J2013+3845,238.217,0.00016,0.008
,J2013-0649,63.36,,0.1
,J2015+2524,11.0,,0.6
,J2016+1948,33.8148,,0.0016
,J2017+0603,23.92344,,9e-05
,J2017+2043,60.4906,,0.0099
,J2017+2819g,66.0,,
,J2017+3625,,,
,J2017+5906,60.28,,0.06
,J2017-0414,30.85,,0.02
,J2017-1614,25.438,,0.0004
,J2017-2737,25.38,,0.06
1.3e-08,J2018+2839,14.1977,7.5e-08,0.0006
,J2018+3418g,317.1,,
,J2018+3431,222.35,,0.07
1.3e-08,J2019+2425,17.201,2.6e-08,0.002
,J2019+72,34.88,,0.09
,J2021+3651,367.5,,1.0
,J2021+4024g,680.5,,
,J2021+4026,,,
,J2022+21,73.52,,0.05
,J2022+2534,53.66,,0.003
1.9e-08,J2022+2854,24.63109,3.1e-08,0.00018
,J2022+3842,429.1,0.055,0.5
,J2022+3845g,487.5,,
4.4e-08,J2022+5154,22.54968,8.2e-08,0.00056
,J2023+2853g,22.8,,
,J2023+5037,32.98817,,0.00037
,J2024+48,99.0,,
,J2027+2146,97.0915,,0.0048
,J2027+4557,229.594,,0.011
,J2027+7502,11.42,,0.13
,J2028+3332,,,
2.2e-06,J2029+3744,190.66,8.48e-05,0.03
,J2030+2228,71.8627,,0.0067
,J2030+3641,246.0,,0.7
,J2030+3818g,596.7,,
,J2030+3929g,491.9,,
,J2030+3944g,937.4,,
,J2030+4415,,,
,J2030+55,59.43,,0.15
,J2032+4127,114.67,,0.04
,J2033+0042,37.84,,0.13
,J2033+1734,25.0864,,0.0012
,J2033-1938,23.47,,0.09
,J2034+3632,,,
,J2036+2835,84.2174,,0.0064
,J2036+6646,50.763,,0.002
,J2037+1942,36.891647,,4.8e-05
,J2037+3621,93.56,,0.06
