I;NAME;RAJD;DECJD;DM;RM;
797;B1734-35;264.41682917;-35.92883333;89.41;50.00;
798;J1738+0333;264.72485766;3.55301852;33.77;34.70;
799;J1738-2330;264.53666667;-23.51305556;96.60;4.80;
800;J1738-2647;264.52095833;-26.79611111;182.20;-196.00;
801;J1738-2955;264.71716667;-29.93261667;223.40;-200.00;
802;B1735-32;264.72577198;-32.19823466;49.59;-18.00;
803;J1738-3316;264.64354167;-33.26711111;273.00;-118.90;
804;J1739-1313;264.99092083;-13.22183333;58.20;34.10;
805;B1736-29;264.89288333;-29.05061111;138.55;-301.00;
806;J1739-3023;264.91579167;-30.38692222;170.50;-120.00;
807;B1736-31;264.85126677;-31.52091637;596.90;32.00;
808;J1740+1000;265.10812500;10.00175000;23.90;23.80;
809;B1737+13;265.03060625;13.19908056;48.67;66.65;
810;B1737-30;265.14091667;-30.26208333;151.96;-155.90;
811;J1740-3052;265.20833750;-30.86786111;738.80;-159.00;
812;B1738-08;265.34401208;-8.67547528;74.90;124.00;
813;J1741+1351;265.37976974;13.86225441;24.20;63.50;
814;J1741-2054;265.48866667;-20.90327778;4.70;21.10;
815;J1741-2733;265.25558333;-27.56416667;147.40;-89.60;
816;J1741+2758;265.47295833;27.96916667;29.14;54.70;
817;J1741-2945;265.31029167;-29.75972222;310.30;-531.10;
818;J1741-3016;265.27933333;-30.27527778;382.00;-449.90;
819;B1737-39;265.32532917;-39.46061111;158.20;204.00;
820;J1742-4616;265.60875000;-46.28152778;115.96;-38.00;
821;B1740-31;265.90295833;-31.83963889;193.05;-215.00;
822;J1743-4212;265.77176250;-42.20066667;131.94;-20.00;
823;J1744-1134;266.12254074;-11.58186576;3.14;1.62;
824;J1744-3130;266.02367500;-31.50111111;192.90;-230.70;
825;J1744-5337;266.16216667;-53.63083333;108.85;38.00;
826;J1745-0952;266.28806167;-9.87768944;64.50;52.00;
827;J1745+1017;266.39098792;10.29792306;23.97;27.24;
828;J1745-2900;266.41735917;-29.00830444;1778.00;-66080.00;
829;J1745-2912;266.44929346;-29.20855000;1130.00;-535.00;
830;B1742-30;266.48465000;-30.67302778;88.37;97.40;
831;J1746+2245;266.50350000;22.75802778;49.85;72.30;
832;J1746+2540;266.52862500;25.67708333;51.20;94.75;
833;J1746-2849;266.51398900;-28.83705139;1456.00;10104.00;
834;J1746-2856;266.70772833;-28.94971944;1168.00;13253.00;
835;J1747-2802;266.86062500;-28.04361111;835.00;421.00;
836;J1747-4036;266.95298503;-40.61521979;152.94;-43.75;
837;B1745-12;267.07253221;-13.01446767;99.36;67.00;
838;B1745-20A;267.21953750;-20.36102778;219.40;-9.90;
839;B1744-24A;267.00939583;-24.77691667;242.15;191.20;
840;J1748-2446aa;267.02000000;-24.77916667;237.43;206.00;
841;J1748-2446ab;267.02000000;-24.77916667;242.15;171.00;
842;J1748-2446ac;267.02000000;-24.77916667;238.69;203.00;
843;J1748-2446ae;267.02000000;-24.77916667;238.61;184.00;
844;J1748-2446af;267.02000000;-24.77916667;237.35;184.00;
845;J1748-2446ag;267.02000000;-24.77916667;237.28;186.00;
846;J1748-2446ah;267.02000000;-24.77916667;237.70;184.00;
847;J1748-2446ai;267.02000000;-24.77916667;234.02;173.10;
848;J1748-2446C;267.01891667;-24.77666667;237.00;176.97;
849;J1748-2446D;267.02000000;-24.77916667;243.62;234.00;
850;J1748-2446E;267.02000000;-24.77916667;236.63;171.00;
851;J1748-2446F;267.02000000;-24.77916667;239.07;187.20;
852;J1748-2446G;267.02000000;-24.77916667;237.34;196.40;
853;J1748-2446H;267.02000000;-24.77916667;237.97;194.00;
854;J1748-2446I;267.02000000;-24.77916667;238.55;183.10;
855;J1748-2446J;267.02000000;-24.77916667;234.21;170.50;
856;J1748-2446K;267.02000000;-24.77916667;234.46;175.00;
857;J1748-2446L;267.02000000;-24.77916667;237.50;167.00;
858;J1748-2446M;267.02000000;-24.77916667;238.49;169.00;
859;J1748-2446N;267.02000000;-24.77916667;238.29;182.50;
860;J1748-2446O;267.02000000;-24.77916667;236.20;176.20;
861;J1748-2446Q;267.02000000;-24.77916667;234.24;175.40;
862;J1748-2446R;267.02000000;-24.77916667;237.38;179.00;
863;J1748-2446S;267.02000000;-24.77916667;236.22;174.00;
864;J1748-2446U;267.02000000;-24.77916667;235.47;240.00;
865;J1748-2446V;267.02000000;-24.77916667;238.71;186.10;
866;J1748-2446W;267.02000000;-24.77916667;238.92;174.30;
867;J1748-2446X;267.02000000;-24.77916667;239.81;202.00;
868;J1748-2446Y;267.02000000;-24.77916667;238.79;194.00;
869;J1748-2446Z;267.02000000;-24.77916667;238.77;200.00;
870;J1749-2629;267.29700000;-26.48611111;409.00;916.00;
871;B1746-30;267.30622054;-30.04303417;509.40;-290.00;
872;J1749-4931;267.34904167;-49.53305556;55.29;41.00;
873;B1745-56;267.43541667;-56.08861111;58.00;97.40;
874;J1750-2438;267.74911250;-24.64944444;476.00;564.00;
875;J1750-2536;267.63912500;-25.61194444;179.40;173.00;
876;B1747-31;267.69716057;-31.96226094;206.34;71.00;
877;J1750-3503;267.68542083;-35.05247222;189.35;173.00;
878;J1751-2857;267.88622165;-28.96292222;42.79;33.20;
879;J1751-3323;267.88635417;-33.39433333;296.70;-246.50;
880;B1747-46;267.92581667;-46.95736944;20.40;19.00;
881;J1752+2359;268.14758333;23.99672222;36.20;87.00;
882;J1752-2410;268.24475833;-24.17388889;508.30;-153.00;
883;B1749-28;268.24454000;-28.11036111;50.37;96.00;
884;B1750-24;268.37757946;-25.00699789;672.00;21.00;
885;J1754+0032;268.71666667;0.60916667;70.28;40.00;
886;J1754-3443;268.65571667;-34.73163889;188.70;135.00;
887;J1754-3510;268.72756667;-35.17861111;81.23;242.70;
888;B1753+52;268.59544500;52.02006778;35.01;27.94;
889;J1755-0903;268.79318333;-9.06433333;63.67;89.20;
890;J1755-2521;268.99879167;-25.35750000;252.00;34.60;
891;J1755-3716;268.89769250;-37.26966111;167.57;54.00;
892;J1756+1822;269.07326250;18.38202778;70.80;70.00;
893;J1756-2251;269.19430755;-22.86648611;121.23;-10.78;
894;B1753-24;269.24130613;-24.59286391;367.10;-130.00;
895;J1757-1854;269.26576825;-18.90093778;378.11;702.60;
896;J1757-2223;269.46155000;-22.39694444;239.30;-145.20;
897;B1754-24;269.37218150;-24.36873464;179.45;-27.00;
898;J1757-5322;269.31317292;-53.37399639;30.80;70.15;
899;J1758-1931;269.52333333;-19.52805556;207.00;295.00;
900;J1758-2540;269.63308333;-25.68027778;218.20;-207.00;
901;J1758+3030;269.60783333;30.50666667;35.07;79.54;
902;J1759-1940;269.98766667;-19.67472222;302.70;775.00;
903;B1756-22;269.85068333;-22.09250000;177.16;6.00;
904;J1759-2302;269.95512500;-23.03555556;889.00;1575.00;
905;J1759-2307;269.87893750;-23.12138889;812.60;743.00;
906;J1759-2549;269.89633333;-25.81861111;424.00;93.00;
907;J1759-2922;269.95102546;-29.36867382;79.42;197.60;
908;J1759-3107;269.84190000;-31.12272222;128.30;149.50;
909;B1758-03;270.34428333;-3.96547222;120.37;32.00;
910;J1801-1417;270.46280555;-14.29292389;57.25;232.55;
911;J1801-1855;270.34291667;-18.93027778;484.00;424.00;
912;J1801-2154;270.28616667;-21.90198611;386.00;160.00;
913;B1758-23;270.33256200;-23.07906583;1067.85;-1124.00;
914;B1757-24;270.25006667;-24.85763889;291.55;605.70;
915;B1758-29;270.44516250;-29.34391667;125.61;-62.00;
916;J1801-3210;270.35786333;-32.18159250;177.73;225.00;
917;J1802-2124;270.52223157;-21.40101361;149.59;290.20;
918;J1802-2426;270.51291667;-24.44527778;711.00;74.00;
919;J1802-3346;270.73000000;-33.77916667;217.00;236.00;
920;J1803-1857;270.99608333;-18.95527778;392.00;788.60;
921;B1800-21;270.96421042;-21.61870861;233.99;-36.10;
922;B1800-27;270.88205275;-27.20177396;165.50;-165.00;
923;J1803-3002A;270.89166667;-30.03388889;192.62;-107.00;
924;J1804-2717;271.08805453;-27.29203750;24.67;40.00;
925;J1804-2858;271.00634679;-28.97961333;232.53;-421.00;
926;B1802+03;271.29231094;3.10840942;80.86;42.00;
927;J1805-0619;271.38098333;-6.32927778;147.10;82.00;
928;J1805-1504;271.27541667;-15.07666667;225.00;213.10;
929;J1805-2948;271.42704167;-29.80000000;167.90;23.00;
930;B1804-12;271.52829745;-11.90798496;122.41;255.90;
931;J1806-1920;271.52750000;-19.33972222;683.00;1069.00;
932;J1806-2125;271.58250000;-21.46543889;747.00;724.00;
933;B1804-08;271.90844750;-8.79535278;112.38;166.00;
934;J1807-2459A;271.83481502;-24.99802819;134.00;160.40;
935;J1807-2459B;271.83696337;-25.00053194;137.15;157.00;
936;B1804-27;271.78539637;-27.25082303;312.98;-47.00;
937;J1808-0813;272.03930190;-8.21716578;151.27;77.00;
938;J1808-1020;272.19014167;-10.34675000;225.30;125.40;
939;J1808-1517;272.16287500;-15.29444444;205.00;-169.00;
940;B1805-20;272.02665192;-20.96875681;606.80;93.00;
941;J1808-3249;272.01866667;-32.82611111;147.30;289.00;
942;J1809-0743;272.39966667;-7.71705556;240.70;-44.00;
943;J1809-1429;272.43962500;-14.49027778;411.30;-40.00;
944;J1809-1917;272.42973333;-19.29391667;197.10;41.00;
945;J1809-1943;272.46286233;-19.73109208;178.00;76.00;
946;B1806-21;272.30970645;-21.15079899;381.91;256.00;
947;J1809-3547;272.36241667;-35.78833333;193.84;379.00;
948;J1810+1744;272.65533333;17.74371667;39.70;88.50;
949;J1810-1820;272.73133333;-18.34416667;452.20;110.30;
950;J1810-2005;272.74579958;-20.08563056;240.72;-15.70;
951;B1806-53;272.68530417;-53.63545306;45.00;58.00;
952;J1811-0154;272.83283333;-1.90858333;148.10;46.00;
953;J1811-0624;272.82535875;-6.41039444;158.83;20.10;
954;J1811+0702;272.83508333;7.04158333;57.80;132.30;
955;J1811-1835;272.87383333;-18.59555556;761.00;-345.00;
956;J1811-2405;272.83272521;-24.08845056;60.62;30.25;
957;J1811-2439;272.98137500;-24.66472222;167.20;-82.00;
958;J1811-4930;272.86329167;-49.50577778;44.00;42.00;
959;B1809-173;273.03003585;-17.30818717;251.40;70.60;
960;B1809-176;273.06608021;-17.56051972;509.80;342.60;
961;J1812-2102;273.08720833;-21.04333333;547.20;322.60;
962;J1813-0402;273.39556675;-4.04661739;71.35;22.10;
963;J1813-2113;273.41612500;-21.21677778;462.30;417.90;
964;J1813-2621;273.41913187;-26.36584861;122.49;142.20;
965;B1811+40;273.30533754;40.22750946;41.56;49.60;
966;J1814-0618;273.67191667;-6.30047222;168.00;93.00;
967;J1814-1649;273.65562500;-16.82444444;782.00;-857.00;
968;J1815-1738;273.81112500;-17.63523056;724.60;175.00;
969;J1816-0755;274.10226250;-7.92291667;117.90;28.00;
970;B1813-17;274.07775852;-17.48408470;520.70;82.90;
971;B1813-26;274.14749583;-26.83138889;128.12;90.00;
972;B1813-36;274.27440417;-36.30127778;94.13;66.00;
973;J1817-3837;274.25112500;-38.63325000;102.85;102.90;
974;J1818-1116;274.61020833;-11.27472222;422.00;-1221.00;
975;B1815-14;274.59902500;-14.37686389;619.65;1173.90;
976;J1818-1519;274.56083333;-15.32861111;845.00;1157.00;
977;J1818-1541;274.65633333;-15.69583333;690.00;1097.00;
978;J1818-1607;274.50080583;-16.13139025;699.20;1442.00;
979;J1819-0925;274.96059167;-9.43052778;378.00;63.00;
980;J1819-1008;274.91660833;-10.14111111;404.00;124.00;
981;J1819+1305;274.98427500;13.08756944;64.81;114.80;
982;J1819-1408;274.98666667;-14.13377778;1075.00;1969.00;
983;J1819-1510;274.97371250;-15.17238889;418.14;205.00;
984;B1818-04;275.21913917;-4.46047556;84.44;69.20;
985;J1820-0509;275.09470000;-5.16069444;102.40;77.60;
986;B1817-13;275.08233150;-13.77091020;771.00;893.00;
987;J1820-1529;275.17212500;-15.49507222;768.50;849.00;
988;B1817-18;275.16286537;-18.30090532;436.00;-70.00;
989;J1821+0155;275.41201533;1.92277583;51.75;110.33;
990;J1821+1715;275.30626250;17.26307222;60.28;109.36;
991;J1822+0705;275.57684107;7.08861714;62.20;158.00;
992;B1820-14;275.72517768;-14.00066746;649.27;897.00;
993;B1819-22;275.74564215;-22.94183603;121.20;124.00;
994;J1822+2617;275.68674583;26.29078611;64.70;120.00;
995;J1822-4209;275.54731667;-42.15305000;72.51;54.00;
996;J1823-0154;275.96727520;-1.90127008;135.87;153.00;
997;B1821+05;275.87905458;5.84008611;66.78;145.00;
998;B1820-11;275.91794458;-11.25313535;428.59;-354.00;
999;J1823-1526;275.83925000;-15.43944444;611.00;242.20;
1000;B1820-31;275.94495157;-31.11381963;50.24;95.00;
1001;J1824-0127;276.22262500;-1.46427778;63.00;29.00;
1002;J1824-0621;276.06591475;-6.36577550;131.03;81.00;
1003;B1821-11;276.12307874;-11.31183739;601.31;213.00;
1004;J1824-1159;276.23396250;-11.99816667;462.96;407.00;
1005;J1824-1423;276.23911250;-14.38480556;427.63;-305.50;
1006;B1821-19;276.00233333;-19.76760000;224.38;-302.20;
1007;B1821-24A;276.13336627;-24.86968846;119.91;82.20;
1008;B1822+00;276.31385216;0.07213930;56.62;21.00;
1009;J1825-0319;276.48313792;-3.33265833;119.56;179.90;
1010;B1822-09;276.37747500;-9.58922222;19.38;67.00;
1011;B1822-14;276.26233333;-14.78160278;352.23;-899.00;
1012;B1823-11;276.52280293;-11.52878499;320.58;229.00;
1013;B1823-13;276.55489583;-13.57966667;231.00;10.00;
1014;J1826-1526;276.55250000;-15.43416667;530.00;246.00;
1015;J1826-2415;276.65010833;-24.26513889;81.86;58.00;
1016;J1827-0750;276.76139583;-7.83866667;375.45;-401.90;
1017;J1827-0934;276.94118333;-9.57122222;259.20;-386.00;
1018;B1824-10;276.77283123;-9.97864096;430.00;-42.00;
1019;J1828-0611;277.08631250;-6.19763889;363.20;501.90;
1020;J1828+0625;277.12064458;6.41938389;22.41;20.00;
1021;J1828-1101;277.07833333;-11.03078611;605.00;59.40;
1022;J1828+1221;277.09233750;12.35580556;69.10;83.00;
1023;J1828+1359;277.22224167;13.99315556;56.00;121.90;
1024;J1828-2119;277.08983333;-21.33222222;268.00;-263.30;
1025;J1829+0000;277.44641667;0.00236111;116.80;-64.00;
1026;J1829-0734;277.27237500;-7.57277778;316.80;263.00;
1027;B1826-17;277.42973848;-17.85108318;216.83;304.70;
1028;J1829+2456;277.39444500;24.93838694;13.70;0.25;
1029;B1828-11;277.69795833;-10.99070000;159.70;47.00;
1030;J1830-1135;277.50716667;-11.59222222;257.00;249.40;
1031;J1831-0823;277.90139167;-8.38997222;245.90;54.30;
1032;J1831-0952;277.89293333;-9.86713889;247.00;0.20;
1033;J1831-1223;277.80345833;-12.39194444;342.00;-41.30;
1034;J1831-1329;277.98316667;-13.49888889;338.00;374.00;
1035;J1832-0644;278.17779167;-6.73383333;574.30;226.00;
1036;B1829-08;278.15422083;-8.45102778;300.87;12.00;
1037;J1832-0836;278.11496870;-8.61528710;28.19;38.90;
1038;B1829-10;278.17027782;-10.35910417;474.14;103.80;
1039;B1831-03;278.42456042;-3.65118278;234.54;-41.00;
1040;B1830-08;278.41778333;-8.45877778;410.95;-284.00;
1041;J1833-1034;278.38987500;-10.56875000;169.50;60.00;
1042;J1833-1055;278.49333333;-10.92527778;543.00;42.00;
1043;B1828-60;278.31166667;-60.38444444;35.00;45.50;
1044;B1831-04;278.60667774;-4.43773271;79.31;100.00;
1045;J1834-0602;278.65820833;-6.04305556;445.00;380.00;
1046;J1834-0731;278.56654167;-7.51831389;288.30;92.60;
1047;J1834+10;278.61250000;10.73333333;78.48;97.00;
1048;J1834-1202;278.59633333;-12.04066667;342.40;-253.00;
1049;J1834-1710;278.72250417;-17.18055556;123.80;226.00;
1050;J1834-1855;278.69141667;-18.93305556;185.20;52.20;
1051;J1835-0114;278.84132458;-1.24266944;98.25;115.50;
1052;B1832-06;278.77317417;-6.71843330;464.80;44.00;
1053;J1835-0944;278.94438750;-9.74088889;276.20;236.20;
1054;J1835-1020;278.98991000;-10.33458333;115.90;142.80;
1055;J1835-1106;278.82670833;-11.10447222;132.68;42.90;
1056;B1834-04;279.21579339;-4.61046591;231.50;14.90;
1057;B1834-10;279.22469117;-10.13565277;316.98;826.60;
1058;J1837-0045;279.38397519;-0.75295649;86.98;131.60;
1059;J1837-0559;279.34855000;-5.99127778;319.50;169.00;
1060;J1837-0604;279.43145833;-6.08027778;462.00;320.80;
1061;B1834-06;279.31104310;-6.88392099;316.10;-268.40;
1062;J1837+1221;279.27966667;12.36500000;100.60;173.00;
1063;J1837-1837;279.47604167;-18.61888889;100.74;138.00;
1064;J1838-0453;279.54750000;-4.89036667;617.20;-76.00;
1065;J1838-1046;279.61033333;-10.78250000;209.30;299.00;
1066;J1838+1650;279.67942500;16.83779167;32.95;72.65;
1067;J1839-0643;279.79084583;-6.72922222;493.50;-2977.00;
1068;J1840-0809;280.13902083;-8.15100556;349.80;262.60;
1069;J1840-0815;280.05731667;-8.25246667;233.20;178.70;
1070;J1840-0840;280.21625000;-8.67472222;285.20;564.50;
1071;J1840-1207;280.22409167;-12.12572222;290.90;-126.20;
1072;B1839+56;280.18557167;56.68190333;26.77;-3.85;
1073;J1841-0157;280.48419583;-1.96516667;475.00;118.00;
1074;J1841-0345;280.41116667;-3.81183333;194.32;450.50;
1075;B1838-04;280.27359583;-4.42208333;325.49;416.00;
1076;J1841-0500;280.32558333;-5.00541667;532.00;-3058.00;
1077;B1839+09;280.48316578;9.20204287;49.16;51.20;
1078;J1842-0153;280.74112500;-1.89075000;427.20;151.00;
1079;B1839-04;280.61037500;-4.00042222;195.98;326.00;
1080;J1842-0415;280.54703750;-4.26061111;183.78;-90.00;
1081;J1842-0612;280.67937500;-6.21000000;485.00;-341.00;
1082;J1842-0905;280.59229167;-9.09166667;343.40;225.20;
1083;J1843-0000;280.86652083;-0.01152778;101.80;-52.90;
1084;J1843-0211;280.87636667;-2.18411111;441.70;-84.90;
1085;J1843-0355;280.77776250;-3.93238889;797.70;239.70;
1086;J1843-0459;280.86517917;-4.99177778;444.10;349.90;
1087;J1843-0702;280.84349583;-7.04850000;228.60;186.00;
1088;J1843-0806;280.86964583;-8.11247222;215.80;167.00;
1089;J1843-1113;280.92192465;-11.22529683;59.96;8.91;
1090;J1843-1448;280.75572917;-14.80350278;114.54;255.00;
1091;J1844-0030;281.17124583;-0.50716667;603.20;173.00;
1092;J1844+0115;281.16894750;1.25971500;148.25;30.00;
1093;B1842-02;281.18739664;-2.74470269;422.13;123.00;
1094;J1844-0310;281.18950000;-3.17697222;836.10;287.10;
1095;B1841-04;281.13938487;-4.55344819;123.16;7.00;
1096;B1841-05;281.02133333;-5.64280556;411.71;16.00;
1097;B1842+14;281.22872750;14.90392222;41.49;118.65;
1098;J1845-0316;281.47041667;-3.26805556;500.00;-68.00;
1099;B1842-04;281.39462421;-4.57494968;230.80;-248.00;
1100;J1845+0623;281.28579167;6.39933333;113.00;226.40;
1101;J1845-0743;281.48826375;-7.72738056;280.93;448.40;
1102;J1845-1114;281.44074167;-11.23638889;206.70;-3.80;
1103;J1846+0051;281.68258750;0.86083333;140.00;-60.10;
1104;J1846-4249;281.50000000;-42.81666667;62.00;82.00;
1105;B1844-04;281.84517500;-4.03733333;141.98;117.00;
1106;J1847-0438;281.90802083;-4.63758333;229.00;57.00;
1107;J1847-0605;281.83779583;-6.08725000;207.90;354.00;
1108;B1845-01;282.09828958;-1.39953611;159.10;514.00;
1109;J1848+0127g;282.07916667;1.45000000;77.00;-50.10;
1110;J1848-0511;282.06254167;-5.19388889;418.00;208.00;
1111;J1848+0604;282.22759167;6.07966667;242.70;-119.80;
1112;J1848-1414;282.16314812;-14.23816322;134.47;26.00;
1113;B1845-19;282.07514437;-19.87524559;18.23;7.00;
1114;J1849-0019g;282.31250000;-0.31666667;513.20;-110.30;
1115;J1849+0127;282.43408333;1.45638889;207.30;-165.00;
1116;J1849-0317;282.49104167;-3.29194444;40.00;-31.90;
1117;J1849+0409;282.26446250;4.16175000;63.97;19.50;
1118;J1849-0614;282.43815417;-6.24208333;118.20;365.00;
1119;B1846-06;282.27681528;-6.61858543;148.17;-35.00;
1120;J1849+2423;282.39448458;24.39610444;62.27;15.18;
1121;J1850+0026;282.68810000;0.44044444;201.20;-5.40;
1122;J1850-0026;282.56130833;-0.43655556;947.00;664.00;
1123;J1850+0124;282.50422458;1.40961389;118.88;-68.90;
1124;B1848+13;282.64780660;13.59955384;60.14;154.90;
1125;J1851-0053;282.76320833;-0.88536111;24.00;-7.00;
1126;B1848+04;282.76374507;4.30333668;115.54;86.00;
1127;J1851-0633;282.92352500;-6.56344444;229.10;513.00;
1128;B1848+12;282.80506462;12.99313483;70.63;149.80;
1129;J1852-0024g;283.05833333;-0.40000000;290.00;93.80;
1130;B1849+00;283.11425541;0.53388497;787.00;341.00;
1131;J1852+0056g;283.05833333;0.93333333;905.70;-93.60;
1132;J1852+0305;283.13583333;3.08472222;320.00;264.00;
1133;J1852-0635;283.23936667;-6.60012500;173.90;414.80;
1134;J1852-2610;283.24778276;-26.17019521;56.81;-21.00;
1135;J1853-0004;283.34594583;-0.07594444;437.50;627.00;
1136;J1853+0545;283.49337917;5.76535000;197.91;79.00;
1137;J1853-0649;283.35592500;-6.82386111;44.54;34.70;
1138;J1853+1303;283.48882592;13.06223574;30.57;77.50;
1139;B1852+10;283.62222987;10.77836880;207.20;502.00;
1140;B1851-14;283.68455276;-14.35734023;130.40;103.00;
1141;J1855+0307;283.86095833;3.12227778;402.50;69.20;
1142;J1855-1436;283.97595250;-14.60249444;109.21;136.00;
1143;J1856+0102;284.11876250;1.03627778;554.00;556.90;
1144;B1853+01;284.04438151;1.22257591;96.10;-122.00;
1145;J1856+0211g;284.22083333;2.18333333;113.90;-180.70;
1146;J1856+0245;284.21208333;2.76305556;623.50;255.00;
1147;J1856+0404;284.11083333;4.07388889;341.30;-141.00;
1148;J1856-0526;284.09157083;-5.44911111;131.80;146.00;
1149;B1854+00;284.25336677;0.95465933;82.39;104.00;
1150;J1857+0143;284.38753333;1.72972222;249.40;29.40;
1151;B1855+02;284.43184331;2.21142021;506.77;423.00;
1152;J1857+0526;284.31606667;5.44130556;464.79;951.30;
1153;B1855+09;284.40162622;9.72144216;13.30;23.36;
1154;J1858-2216;284.57449667;-22.28233333;26.63;-12.00;
1155;J1859+1526;284.93495417;15.43638889;97.45;317.00;
1156;J1900-0051;285.19435000;-0.85233333;136.80;231.40;
1157;J1900-0134;285.10905833;-1.57727778;178.10;20.00;
1158;J1900+0227;285.16083333;2.45888889;201.10;-52.00;
1159;J1900+0308;285.21064500;3.14002194;249.90;49.00;
1160;B1857-26;285.19825833;-26.01216667;37.99;-9.30;
1161;J1900+30;285.07500000;30.88333333;71.84;121.00;
1162;B1851-79;285.10166667;-79.86338889;39.00;18.60;
1163;J1901+0124;285.46893750;1.41369444;314.40;354.00;
1164;B1859+01;285.39286914;1.94394890;105.39;-122.00;
1165;J1901+0254;285.31529167;2.91138889;185.00;-121.70;
1166;J1901-0312;285.31531250;-3.20819444;106.60;228.00;
1167;B1859+03;285.38242083;3.51832500;402.08;-237.40;
1168;J1901+0413;285.29291667;4.23083333;352.00;213.60;
1169;J1901+0510;285.49104167;5.17611111;429.00;1275.00;
1170;J1901+0621;285.27483333;6.35527778;94.00;-229.00;
1171;B1859+07;285.41223609;7.27633469;252.81;282.00;
1172;J1901-0906;285.47086958;-9.10309611;72.68;29.00;
1173;J1901-1740;285.32512500;-17.66666667;24.40;-20.00;
1174;J1902-0340;285.71125000;-3.67166667;114.00;241.10;
1175;B1900+05;285.67758522;5.94053304;177.49;-113.00;
1176;B1900+06;285.70948750;6.27594722;502.90;552.60;
1177;J1902+0723;285.55641667;7.39750000;105.00;-272.00;
1178;J1902-5105;285.51186754;-51.09915819;36.25;13.00;
1179;B1900+01;285.87494167;1.59403611;245.17;72.30;
1180;J1903+0327;285.77413839;3.45533586;297.52;226.00;
1181;J1903+0433g;285.82916667;4.55000000;202.60;213.20;
1182;J1903+0601;285.83697500;6.02611111;388.00;176.20;
1183;B1900-06;285.90805833;-6.53931111;195.61;203.00;
1184;J1903-0848;285.79696250;-8.81594444;66.99;4.40;
1185;J1903+2225;285.97062500;22.42008333;109.20;57.70;
1186;J1903-7051;285.91163958;-70.86207250;19.66;17.61;
1187;J1904+0004;286.05299167;0.06813611;233.61;289.00;
1188;J1904+0800;286.01458333;8.01461111;438.80;769.60;
1189;B1901+10;286.01037500;10.19294444;135.00;-98.10;
1190;J1904-1224;286.13867335;-12.40036635;118.23;28.00;
1191;B1902-01;286.36563333;-0.94466667;229.13;141.80;
1192;J1905+0616;286.27853750;6.27130556;256.05;136.50;
1193;B1903+07;286.47342570;7.15537856;245.34;272.70;
1194;J1906+0414;286.74080417;4.24151111;349.00;787.00;
1195;B1904+06;286.64685351;6.68413853;472.80;371.50;
1196;J1906+0649;286.54987500;6.83002778;249.00;-15.90;
1197;J1906+0746;286.70358333;7.77386111;217.75;150.00;
1198;J1906+1854;286.68629167;18.90236111;156.77;388.00;
1199;J1907+0249;286.92512500;2.82805556;261.00;369.00;
1200;J1907+0345;286.81059583;3.75294444;311.70;426.90;
1201;J1907+0631;286.76590000;6.52191667;429.40;435.50;
1202;J1907+0740;286.93382500;7.67294444;332.00;571.00;
1203;J1907+0918;286.84350417;9.30854444;357.80;688.80;
1204;B1905+39;286.89440000;40.03491944;30.97;5.41;
1205;J1908+0128;287.07834858;1.47297611;75.06;-35.60;
1206;J1908+0457;287.06729167;4.96138889;360.00;929.00;
1207;J1908+0500;287.02150833;5.01512500;201.42;120.60;
1208;J1908+0734;287.07087500;7.57065556;11.10;-19.00;
1209;B1907+00;287.39690678;0.13271408;112.79;-40.00;
1210;B1907+02;287.40962686;2.91407554;171.73;254.00;
1211;J1909+0616;287.46337500;6.28105556;352.00;12.00;
1212;J1909+0749;287.28416667;7.82555556;539.36;-240.90;
1213;J1909+0912;287.33295833;9.21491667;421.50;253.30;
1214;B1907+10;287.45284542;11.03417889;149.98;540.00;
1215;J1909+1450;287.36233333;14.84944444;119.50;407.90;
1216;J1909+1859;287.32751667;18.98631667;64.52;216.70;
1217;J1909-3744;287.44763451;-37.73738437;10.39;-0.66;
1218;J1910+0225;287.54316250;2.42322222;209.00;323.00;
1219;B1907-03;287.62371667;-3.16502778;205.53;152.00;
1220;B1907+03;287.53776645;3.97445134;82.93;-127.00;
1221;J1910-0556;287.56884583;-5.94163889;88.30;75.00;
1222;J1910+0714;287.57748750;7.23661111;124.06;158.00;
1223;J1910+0728;287.59199583;7.47696944;283.70;550.00;
1224;B1907+12;287.55641313;12.52782889;258.64;978.00;
1225;J1910+1256;287.54042290;12.94040385;38.07;54.40;
1226;J1911-1114;287.95534304;-11.23957806;30.97;-28.00;
1227;J1911+1347;287.98001448;13.79287662;30.99;-7.00;
1228;J1911+1758;287.98079167;17.97938611;48.98;148.40;
1229;J1912-0952;288.05103417;-9.88104111;126.35;-75.40;
1230;B1910+10;288.19304167;10.61155556;147.00;147.30;
1231;B1910+20;288.18057958;21.07609056;88.60;148.00;
1232;J1912+2525;288.07760833;25.41725556;37.85;32.65;
1233;B1911-04;288.47572292;-4.67991111;89.39;3.98;
1234;J1913+0446;288.46175000;4.76833333;109.10;-97.30;
1235;J1913+0832;288.25208333;8.53475000;355.20;484.80;
1236;J1913+1000;288.26495833;10.00066667;422.00;497.00;
1237;J1913+1011;288.33475417;10.18971389;178.80;196.00;
1238;J1913+1145;288.43283333;11.75919444;642.00;940.00;
1239;B1911+13;288.35146958;14.01459972;145.05;435.00;
1240;J1914+0219;288.59914167;2.32994444;236.00;279.20;
1241;B1911+11;288.54216667;11.36769444;100.00;360.90;
